Candidate	Score
Solution 1559	0.9931690153 [0.992184859966-0.994153170676]
Solution 1560	0.9931690153 [0.992184859966-0.994153170676]
Solution 1561	0.9941921084 [0.993217439753-0.995166777127]
Solution 1562	0.9941921084 [0.993217439753-0.995166777127]
Solution 1563	0.9941874510 [0.993212755321-0.995162146744]
Solution 1564	0.9941874510 [0.993212755321-0.995162146744]
Solution 1565	0.9941747179 [0.993199870775-0.995149564936]
Solution 1566	0.9941747179 [0.993199870775-0.995149564936]
Solution 1567	0.9931805835 [0.992196526880-0.994164640156]
Solution 1568	0.9931805835 [0.992196526880-0.994164640156]
Solution 1569	0.9931801291 [0.992196066811-0.994164191340]
Solution 1570	0.9931801291 [0.992196066811-0.994164191340]
Solution 1571	0.9931690153 [0.992184859966-0.994153170676]
Solution 1572	0.9931690153 [0.992184859966-0.994153170676]
Solution 1573	0.9931805835 [0.992196526880-0.994164640156]
Solution 1574	0.9931805835 [0.992196526880-0.994164640156]
Solution 1575	0.9931801291 [0.992196066811-0.994164191340]
Solution 1576	0.9931801291 [0.992196066811-0.994164191340]
Solution 1577	0.9931690153 [0.992184859966-0.994153170676]
Solution 1578	0.9931690153 [0.992184859966-0.994153170676]
Solution 1579	0.9941921084 [0.993217439753-0.995166777127]
Solution 1580	0.9941921084 [0.993217439753-0.995166777127]
Solution 1581	0.9941874510 [0.993212755321-0.995162146744]
Solution 1582	0.9941874510 [0.993212755321-0.995162146744]
Solution 1583	0.9941747179 [0.993199870775-0.995149564936]
Solution 1584	0.9941747179 [0.993199870775-0.995149564936]
Solution 1585	0.9941921084 [0.993217439753-0.995166777127]
Solution 1586	0.9941921084 [0.993217439753-0.995166777127]
Solution 1587	0.9941874510 [0.993212755321-0.995162146744]
Solution 1588	0.9941874510 [0.993212755321-0.995162146744]
Solution 1589	0.9941747179 [0.993199870775-0.995149564936]
Solution 1590	0.9941747179 [0.993199870775-0.995149564936]
Solution 1591	0.9931805835 [0.992196526880-0.994164640156]
Solution 1592	0.9931805835 [0.992196526880-0.994164640156]
Solution 1593	0.9931801291 [0.992196066811-0.994164191340]
Solution 1594	0.9931801291 [0.992196066811-0.994164191340]
Solution 1595	0.9931690153 [0.992184859966-0.994153170676]
Solution 1596	0.9931690153 [0.992184859966-0.994153170676]
Solution 1597	0.9931805835 [0.992196526880-0.994164640156]
Solution 1598	0.9931805835 [0.992196526880-0.994164640156]
Solution 1599	0.9931801291 [0.992196066811-0.994164191340]
Solution 1600	0.9931801291 [0.992196066811-0.994164191340]
Solution 1601	0.9931690153 [0.992184859966-0.994153170676]
Solution 1602	0.9931690153 [0.992184859966-0.994153170676]
Solution 1603	0.9931805835 [0.992196526880-0.994164640156]
Solution 1604	0.9931805835 [0.992196526880-0.994164640156]
Solution 1605	0.9931801291 [0.992196066811-0.994164191340]
Solution 1606	0.9931801291 [0.992196066811-0.994164191340]
Solution 1607	0.9931690153 [0.992184859966-0.994153170676]
Solution 1608	0.9931690153 [0.992184859966-0.994153170676]
Solution 1609	0.9941921084 [0.993217439753-0.995166777127]
Solution 1610	0.9941921084 [0.993217439753-0.995166777127]
Solution 1611	0.9941874510 [0.993212755321-0.995162146744]
Solution 1612	0.9941874510 [0.993212755321-0.995162146744]
Solution 1613	0.9941747179 [0.993199870775-0.995149564936]
Solution 1614	0.9941747179 [0.993199870775-0.995149564936]
Solution 1615	0.9941921084 [0.993217439753-0.995166777127]
Solution 1616	0.9941921084 [0.993217439753-0.995166777127]
Solution 1617	0.9941874510 [0.993212755321-0.995162146744]
Solution 1618	0.9941874510 [0.993212755321-0.995162146744]
Solution 1619	0.9941747179 [0.993199870775-0.995149564936]
Solution 1620	0.9941747179 [0.993199870775-0.995149564936]
Solution 1621	0.9941921084 [0.993217439753-0.995166777127]
Solution 1622	0.9941921084 [0.993217439753-0.995166777127]
Solution 1623	0.9941874510 [0.993212755321-0.995162146744]
Solution 1624	0.9941874510 [0.993212755321-0.995162146744]
Solution 1625	0.9941747179 [0.993199870775-0.995149564936]
Solution 1626	0.9941747179 [0.993199870775-0.995149564936]
Solution 1627	0.9933499525 [0.992384748354-0.994315156586]
Solution 1628	0.9931805986 [0.992196542187-0.994164654978]
Solution 1629	0.9933498470 [0.992384640368-0.994315053671]
Solution 1630	0.9931804730 [0.992196413681-0.994164532410]
Solution 1631	0.9933494014 [0.992384189238-0.994314613491]
Solution 1632	0.9931800324 [0.992195967754-0.994164097071]
Solution 1633	0.9931690153 [0.992184859966-0.994153170676]
Solution 1634	0.9943575117 [0.993401800092-0.995313223291]
Solution 1635	0.9941848939 [0.993210034139-0.995159753566]
Solution 1636	0.9943572129 [0.993401496980-0.995312928849]
Solution 1637	0.9941845750 [0.993209710476-0.995159439502]
Solution 1638	0.9943525643 [0.993396820645-0.995308307944]
Solution 1639	0.9941799314 [0.993205039924-0.995154822857]
Solution 1640	0.9941672949 [0.993192254331-0.995142335423]
Solution 1641	0.9933499525 [0.992384748354-0.994315156586]
Solution 1642	0.9931805986 [0.992196542187-0.994164654978]
Solution 1643	0.9933498470 [0.992384640368-0.994315053671]
Solution 1644	0.9931804730 [0.992196413681-0.994164532410]
Solution 1645	0.9933494014 [0.992384189238-0.994314613491]
Solution 1646	0.9931800324 [0.992195967754-0.994164097071]
Solution 1647	0.9931690153 [0.992184859966-0.994153170676]
Solution 1648	0.9933499525 [0.992384748354-0.994315156586]
Solution 1649	0.9931805986 [0.992196542187-0.994164654978]
Solution 1650	0.9931805986 [0.992196542187-0.994164654978]
Solution 1651	0.9933498470 [0.992384640368-0.994315053671]
Solution 1652	0.9931804730 [0.992196413681-0.994164532410]
Solution 1653	0.9931804730 [0.992196413681-0.994164532410]
Solution 1654	0.9933494014 [0.992384189238-0.994314613491]
Solution 1655	0.9931800324 [0.992195967754-0.994164097071]
Solution 1656	0.9931800324 [0.992195967754-0.994164097071]
Solution 1657	0.9931690153 [0.992184859966-0.994153170676]
Solution 1658	0.9931690153 [0.992184859966-0.994153170676]
Solution 1659	0.9943575117 [0.993401800092-0.995313223291]
Solution 1660	0.9941848939 [0.993210034139-0.995159753566]
Solution 1661	0.9943572129 [0.993401496980-0.995312928849]
Solution 1662	0.9941845750 [0.993209710476-0.995159439502]
Solution 1663	0.9943525643 [0.993396820645-0.995308307944]
Solution 1664	0.9941799314 [0.993205039924-0.995154822857]
Solution 1665	0.9941672949 [0.993192254331-0.995142335423]
Solution 1666	0.9943575117 [0.993401800092-0.995313223291]
Solution 1667	0.9941848939 [0.993210034139-0.995159753566]
Solution 1668	0.9941848939 [0.993210034139-0.995159753566]
Solution 1669	0.9943572129 [0.993401496980-0.995312928849]
Solution 1670	0.9941845750 [0.993209710476-0.995159439502]
Solution 1671	0.9941845750 [0.993209710476-0.995159439502]
Solution 1672	0.9943525643 [0.993396820645-0.995308307944]
Solution 1673	0.9941799314 [0.993205039924-0.995154822857]
Solution 1674	0.9941799314 [0.993205039924-0.995154822857]
Solution 1675	0.9941672949 [0.993192254331-0.995142335423]
Solution 1676	0.9941672949 [0.993192254331-0.995142335423]
Solution 1677	0.9933499525 [0.992384748354-0.994315156586]
Solution 1678	0.9931805986 [0.992196542187-0.994164654978]
Solution 1679	0.9933498470 [0.992384640368-0.994315053671]
Solution 1680	0.9931804730 [0.992196413681-0.994164532410]
Solution 1681	0.9933494014 [0.992384189238-0.994314613491]
Solution 1682	0.9931800324 [0.992195967754-0.994164097071]
Solution 1683	0.9931690153 [0.992184859966-0.994153170676]
Solution 1684	0.9933499525 [0.992384748354-0.994315156586]
Solution 1685	0.9931805986 [0.992196542187-0.994164654978]
Solution 1686	0.9931805986 [0.992196542187-0.994164654978]
Solution 1687	0.9933499525 [0.992384748354-0.994315156586]
Solution 1688	0.9931805986 [0.992196542187-0.994164654978]
Solution 1689	0.9931805986 [0.992196542187-0.994164654978]
Solution 1690	0.9931805986 [0.992196542187-0.994164654978]
Solution 1691	0.9933498470 [0.992384640368-0.994315053671]
Solution 1692	0.9931804730 [0.992196413681-0.994164532410]
Solution 1693	0.9931804730 [0.992196413681-0.994164532410]
Solution 1694	0.9933498470 [0.992384640368-0.994315053671]
Solution 1695	0.9931804730 [0.992196413681-0.994164532410]
Solution 1696	0.9931804730 [0.992196413681-0.994164532410]
Solution 1697	0.9931804730 [0.992196413681-0.994164532410]
Solution 1698	0.9933494014 [0.992384189238-0.994314613491]
Solution 1699	0.9931800324 [0.992195967754-0.994164097071]
Solution 1700	0.9931800324 [0.992195967754-0.994164097071]
Solution 1701	0.9933494014 [0.992384189238-0.994314613491]
Solution 1702	0.9931800324 [0.992195967754-0.994164097071]
Solution 1703	0.9931800324 [0.992195967754-0.994164097071]
Solution 1704	0.9931800324 [0.992195967754-0.994164097071]
Solution 1705	0.9931690153 [0.992184859966-0.994153170676]
Solution 1706	0.9931690153 [0.992184859966-0.994153170676]
Solution 1707	0.9931690153 [0.992184859966-0.994153170676]
Solution 1708	0.9931690153 [0.992184859966-0.994153170676]
Solution 1709	0.9931690153 [0.992184859966-0.994153170676]
Solution 1710	0.9943575117 [0.993401800092-0.995313223291]
Solution 1711	0.9941848939 [0.993210034139-0.995159753566]
Solution 1712	0.9943572129 [0.993401496980-0.995312928849]
Solution 1713	0.9941845750 [0.993209710476-0.995159439502]
Solution 1714	0.9943525643 [0.993396820645-0.995308307944]
Solution 1715	0.9941799314 [0.993205039924-0.995154822857]
Solution 1716	0.9941672949 [0.993192254331-0.995142335423]
Solution 1717	0.9943575117 [0.993401800092-0.995313223291]
Solution 1718	0.9941848939 [0.993210034139-0.995159753566]
Solution 1719	0.9941848939 [0.993210034139-0.995159753566]
Solution 1720	0.9943575117 [0.993401800092-0.995313223291]
Solution 1721	0.9941848939 [0.993210034139-0.995159753566]
Solution 1722	0.9941848939 [0.993210034139-0.995159753566]
Solution 1723	0.9941848939 [0.993210034139-0.995159753566]
Solution 1724	0.9943572129 [0.993401496980-0.995312928849]
Solution 1725	0.9941845750 [0.993209710476-0.995159439502]
Solution 1726	0.9941845750 [0.993209710476-0.995159439502]
Solution 1727	0.9943572129 [0.993401496980-0.995312928849]
Solution 1728	0.9941845750 [0.993209710476-0.995159439502]
Solution 1729	0.9941845750 [0.993209710476-0.995159439502]
Solution 1730	0.9941845750 [0.993209710476-0.995159439502]
Solution 1731	0.9943525643 [0.993396820645-0.995308307944]
Solution 1732	0.9941799314 [0.993205039924-0.995154822857]
Solution 1733	0.9941799314 [0.993205039924-0.995154822857]
Solution 1734	0.9943525643 [0.993396820645-0.995308307944]
Solution 1735	0.9941799314 [0.993205039924-0.995154822857]
Solution 1736	0.9941799314 [0.993205039924-0.995154822857]
Solution 1737	0.9941799314 [0.993205039924-0.995154822857]
Solution 1738	0.9941672949 [0.993192254331-0.995142335423]
Solution 1739	0.9941672949 [0.993192254331-0.995142335423]
Solution 1740	0.9941672949 [0.993192254331-0.995142335423]
Solution 1741	0.9941672949 [0.993192254331-0.995142335423]
Solution 1742	0.9941672949 [0.993192254331-0.995142335423]
Solution 1743	0.9953959994 [0.994589919462-0.996202079265]
Solution 1744	0.9943285253 [0.993509586999-0.995147463584]
Solution 1745	0.9953772580 [0.994570805036-0.996183710975]
Solution 1746	0.9943109778 [0.993491506893-0.995130448680]
Solution 1747	0.9953959994 [0.994589919462-0.996202079265]
Solution 1748	0.9943285253 [0.993509586999-0.995147463584]
Solution 1749	0.9953772580 [0.994570805036-0.996183710975]
Solution 1750	0.9943109778 [0.993491506893-0.995130448680]
Solution 1751	0.9953959994 [0.994589919462-0.996202079265]
Solution 1752	0.9943285253 [0.993509586999-0.995147463584]
Solution 1753	0.9953772580 [0.994570805036-0.996183710975]
Solution 1754	0.9943109778 [0.993491506893-0.995130448680]
Solution 1755	0.9953959994 [0.994589919462-0.996202079265]
Solution 1756	0.9943285253 [0.993509586999-0.995147463584]
Solution 1757	0.9953772580 [0.994570805036-0.996183710975]
Solution 1758	0.9943109778 [0.993491506893-0.995130448680]
Solution 1759	0.9953959994 [0.994589919462-0.996202079265]
Solution 1760	0.9943285253 [0.993509586999-0.995147463584]
Solution 1761	0.9953772580 [0.994570805036-0.996183710975]
Solution 1762	0.9943109778 [0.993491506893-0.995130448680]
Solution 1763	0.9931198552 [0.992135113717-0.994104596663]
Solution 1764	0.9920653641 [0.991058954091-0.993071774135]
Solution 1765	0.9931089649 [0.992124133337-0.994093796444]
Solution 1766	0.9920546571 [0.991048064807-0.993061249386]
Solution 1767	0.9941347683 [0.993159098200-0.995110438490]
Solution 1768	0.9930769480 [0.992091695092-0.994062200983]
Solution 1769	0.9941226930 [0.993146879064-0.995098506897]
Solution 1770	0.9930658067 [0.992080313092-0.994051300237]
Solution 1771	0.9931198552 [0.992135113717-0.994104596663]
Solution 1772	0.9920653641 [0.991058954091-0.993071774135]
Solution 1773	0.9931089649 [0.992124133337-0.994093796444]
Solution 1774	0.9920546571 [0.991048064807-0.993061249386]
Solution 1775	0.9941347683 [0.993159098200-0.995110438490]
Solution 1776	0.9930769480 [0.992091695092-0.994062200983]
Solution 1777	0.9941226930 [0.993146879064-0.995098506897]
Solution 1778	0.9930658067 [0.992080313092-0.994051300237]
Solution 1779	0.9931198552 [0.992135113717-0.994104596663]
Solution 1780	0.9920653641 [0.991058954091-0.993071774135]
Solution 1781	0.9931089649 [0.992124133337-0.994093796444]
Solution 1782	0.9920546571 [0.991048064807-0.993061249386]
Solution 1783	0.9941347683 [0.993159098200-0.995110438490]
Solution 1784	0.9930769480 [0.992091695092-0.994062200983]
Solution 1785	0.9941226930 [0.993146879064-0.995098506897]
Solution 1786	0.9930658067 [0.992080313092-0.994051300237]
Solution 1787	0.9953966220 [0.994590568016-0.996202676034]
Solution 1788	0.9943326605 [0.993513813588-0.995151507346]
Solution 1789	0.9953778807 [0.994571453597-0.996184307737]
Solution 1790	0.9943151130 [0.993495733571-0.995134492353]
Solution 1791	0.9953966220 [0.994590568016-0.996202676034]
Solution 1792	0.9943326605 [0.993513813588-0.995151507346]
Solution 1793	0.9953778807 [0.994571453597-0.996184307737]
Solution 1794	0.9943151130 [0.993495733571-0.995134492353]
Solution 1795	0.9953966220 [0.994590568016-0.996202676034]
Solution 1796	0.9943326605 [0.993513813588-0.995151507346]
Solution 1797	0.9953778807 [0.994571453597-0.996184307737]
Solution 1798	0.9943151130 [0.993495733571-0.995134492353]
Solution 1799	0.9953966220 [0.994590568016-0.996202676034]
Solution 1800	0.9943326605 [0.993513813588-0.995151507346]
Solution 1801	0.9953778807 [0.994571453597-0.996184307737]
Solution 1802	0.9943151130 [0.993495733571-0.995134492353]
Solution 1803	0.9953966220 [0.994590568016-0.996202676034]
Solution 1804	0.9943326605 [0.993513813588-0.995151507346]
Solution 1805	0.9953778807 [0.994571453597-0.996184307737]
Solution 1806	0.9943151130 [0.993495733571-0.995134492353]
Solution 1807	0.9931201615 [0.992135428800-0.994104894199]
Solution 1808	0.9920656704 [0.991059267701-0.993072073144]
Solution 1809	0.9931092712 [0.992124448428-0.994094093972]
Solution 1810	0.9920549634 [0.991048378426-0.993061548386]
Solution 1811	0.9941353910 [0.993159741850-0.995111040163]
Solution 1812	0.9930810832 [0.992095904047-0.994066262378]
Solution 1813	0.9941233156 [0.993147522728-0.995099108555]
Solution 1814	0.9930699418 [0.992084522166-0.994055361514]
Solution 1815	0.9931201615 [0.992135428800-0.994104894199]
Solution 1816	0.9920656704 [0.991059267701-0.993072073144]
Solution 1817	0.9931092712 [0.992124448428-0.994094093972]
Solution 1818	0.9920549634 [0.991048378426-0.993061548386]
Solution 1819	0.9941353910 [0.993159741850-0.995111040163]
Solution 1820	0.9930810832 [0.992095904047-0.994066262378]
Solution 1821	0.9941233156 [0.993147522728-0.995099108555]
Solution 1822	0.9930699418 [0.992084522166-0.994055361514]
Solution 1823	0.9931201615 [0.992135428800-0.994104894199]
Solution 1824	0.9920656704 [0.991059267701-0.993072073144]
Solution 1825	0.9931092712 [0.992124448428-0.994094093972]
Solution 1826	0.9920549634 [0.991048378426-0.993061548386]
Solution 1827	0.9941353910 [0.993159741850-0.995111040163]
Solution 1828	0.9930810832 [0.992095904047-0.994066262378]
Solution 1829	0.9941233156 [0.993147522728-0.995099108555]
Solution 1830	0.9930699418 [0.992084522166-0.994055361514]
Solution 1831	0.9956435123 [0.994863648917-0.996423375754]
Solution 1832	0.9946368093 [0.993843993751-0.995429624797]
Solution 1833	0.9956386365 [0.994858734015-0.996418538973]
Solution 1834	0.9946260018 [0.993833061747-0.995418941910]
Solution 1835	0.9956435123 [0.994863648917-0.996423375754]
Solution 1836	0.9946368093 [0.993843993751-0.995429624797]
Solution 1837	0.9956386365 [0.994858734015-0.996418538973]
Solution 1838	0.9946260018 [0.993833061747-0.995418941910]
Solution 1839	0.9956435123 [0.994863648917-0.996423375754]
Solution 1840	0.9946368093 [0.993843993751-0.995429624797]
Solution 1841	0.9956386365 [0.994858734015-0.996418538973]
Solution 1842	0.9946260018 [0.993833061747-0.995418941910]
Solution 1843	0.9956435123 [0.994863648917-0.996423375754]
Solution 1844	0.9946368093 [0.993843993751-0.995429624797]
Solution 1845	0.9956386365 [0.994858734015-0.996418538973]
Solution 1846	0.9946260018 [0.993833061747-0.995418941910]
Solution 1847	0.9956435123 [0.994863648917-0.996423375754]
Solution 1848	0.9946368093 [0.993843993751-0.995429624797]
Solution 1849	0.9956386365 [0.994858734015-0.996418538973]
Solution 1850	0.9946260018 [0.993833061747-0.995418941910]
Solution 1851	0.9933208305 [0.992355413733-0.994286247249]
Solution 1852	0.9922980989 [0.991310516535-0.993285681299]
Solution 1853	0.9933204275 [0.992355006314-0.994285848723]
Solution 1854	0.9922913212 [0.991303686174-0.993278956218]
Solution 1855	0.9943778951 [0.993422159516-0.995333630621]
